guideId,outletId,originType,originId,transportationType,title,estimatedDuration,estimatedCost,recommended,steps,updatedAt
prague-airport-to-fashion-arena-public-transport,fashion-arena-prague-outlet,airport,prague-vaclav-havel-airport,bus,Václav Havel Airport Prague to Fashion Arena by Public Transport or Car,≈35-50 min by car; ≈60-80 min by public transport (estimated),Check official PID/DPP fare; taxi/transfer confirm with provider,false,"[{""order"":1,""description"":""From the airport, use official Prague Airport/PID information to reach the metro network, then connect to metro line A.""},{""order"":2,""description"":""Travel on metro line A to Depo Hostivař.""},{""order"":3,""description"":""Transfer to bus 238 and ride to Fashion Arena Štěrboholy.""},{""order"":4,""description"":""For the return to the airport, check the full PID/DPP itinerary before leaving and allow extra time for terminal security.""}]",2026-07-03
prague-main-station-to-fashion-arena-metro-bus,fashion-arena-prague-outlet,station,prague-main-station,train,Prague Main Station to Fashion Arena by Metro and Bus 238,≈35-50 min from Praha hlavní nádraží (estimated),Check official PID/DPP fare; rail fare separate if arriving from outside Prague,false,"[{""order"":1,""description"":""Arrive at Praha hlavní nádraží and follow signs to the Prague metro network.""},{""order"":2,""description"":""Use the metro to connect to line A toward Depo Hostivař, validating the correct PID/DPP ticket for your journey.""},{""order"":3,""description"":""At Depo Hostivař, board bus 238 to Fashion Arena Štěrboholy.""},{""order"":4,""description"":""For the return to the station, ride bus 238 back to Depo Hostivař and allow transfer time across the metro network.""}]",2026-07-03
fashion-arena-prague-car-parking-guide,fashion-arena-prague-outlet,city_center,driving,taxi,Driving and Free Parking at Fashion Arena Prague Outlet,≈20-30 min from central Prague; ≈35-50 min from airport (estimated),Free parking; road costs vary,false,"[{""order"":1,""description"":""Set navigation to Fashion Arena Prague Outlet, Zamenhofova 440, Praha-Štěrboholy, 108 00.""},{""order"":2,""description"":""Drive toward Štěrboholy and check live Prague ring-road and city traffic before departure.""},{""order"":3,""description"":""Use the outlet's official free parking on arrival; the practical information page also lists e-car charging.""},{""order"":4,""description"":""For the return drive, re-check traffic toward central Prague, the airport or your hotel before leaving the car park.""}]",2026-07-03
fashion-arena-prague-return-trip,fashion-arena-prague-outlet,city_center,return-trip,bus,"Return Trip from Fashion Arena to Prague Centre, Station or Airport",≈30-45 min to central Prague by bus/metro; airport timing ≈60-80 min (estimated),Check official PID/DPP fare; taxi/transfer fare varies,false,"[{""order"":1,""description"":""Check the official bus 238 timetable for departures from Fashion Arena Štěrboholy back to Depo Hostivař.""},{""order"":2,""description"":""At Depo Hostivař, transfer to metro line A for central Prague or onward metro/bus links.""},{""order"":3,""description"":""If returning to Praha hlavní nádraží or Václav Havel Airport, plan the full PID/DPP route before leaving the outlet.""},{""order"":4,""description"":""If driving or taking a taxi, use the official free parking/drop-off area and check live Prague traffic before departure.""}]",2026-07-03
budapest-kelenfold-to-premier-outlet-bus,premier-outlet-budapest,city_center,budapest-city-center,bus,Central Budapest to Premier Outlet via Kelenföld,About 20 minutes for the Kelenföld-to-outlet bus segment,"Approx. HUF 1,000–1,250",true,"[{""order"":1,""description"":""From Kálvin tér in central Budapest, take BKK Metro M4 to Budapest-Kelenföld.""},{""order"":2,""description"":""At Kelenföld, board Volánbusz route 760, 762 or 767 toward Biatorbágy.""},{""order"":3,""description"":""Ride directly to the Biatorbágy, Premier Outlet stop; the official outlet access page lists the bus trip from Kelenföld at about 20 minutes.""},{""order"":4,""description"":""Follow the pedestrian route from the stop into Premier Outlet Budapest.""},{""order"":5,""description"":""For the return trip, use the same Biatorbágy, Premier Outlet stop and check the current Volánbusz timetable back to Budapest-Kelenföld before shopping.""}]",2026-07-03
budapest-airport-to-premier-outlet-car,premier-outlet-budapest,airport,budapest-airport,taxi,Budapest Airport to Premier Outlet Budapest by Car or Taxi,About 35-45 minutes,"Taxi, rental and fuel costs vary; centre parking is free",false,"[{""order"":1,""description"":""From Budapest Ferenc Liszt International Airport, use an official taxi, pre-booked transfer or rental car.""},{""order"":2,""description"":""Set navigation to Premier Outlet Budapest, Biatorbágy, beside the M1/M7 motorway corridor west of Budapest.""},{""order"":3,""description"":""Allow extra time around Budapest peak periods; the airport-to-outlet drive is a realistic estimate of about 35-45 minutes.""},{""order"":4,""description"":""Use the outlet's free customer parking on arrival.""},{""order"":5,""description"":""For the return trip, pre-book pickup or re-check airport traffic before leaving the car park.""}]",2026-07-03
kelenfold-to-premier-outlet-public-transport,premier-outlet-budapest,station,budapest-kelenfold-station,bus,Kelenföld Station to Premier Outlet Budapest by Public Transport,About 20 minutes by direct bus,Check official Volánbusz fare,false,"[{""order"":1,""description"":""Arrive at Budapest-Kelenföld station by rail, metro M4, tram or city bus.""},{""order"":2,""description"":""Find the regional bus stands and confirm the next 760, 762 or 767 departure to Biatorbágy, Premier Outlet.""},{""order"":3,""description"":""Board the direct bus and keep your ticket valid for the regional section beyond Budapest.""},{""order"":4,""description"":""Get off at Biatorbágy, Premier Outlet, which stops directly at the outlet centre according to the official access page.""},{""order"":5,""description"":""Return from the same stop toward Budapest-Kelenföld; check official timetable screens or the Volánbusz planner for the last convenient bus.""}]",2026-07-03
budapest-to-premier-outlet-car-parking,premier-outlet-budapest,city_center,budapest-city-center,taxi,Budapest to Premier Outlet Budapest by Car and Free Parking,About 20-30 minutes,"1,600 free outlet parking spaces; road, fuel or taxi costs vary",false,"[{""order"":1,""description"":""Leave Budapest toward Biatorbágy on the M1/M7 motorway corridor and follow signs for Premier Outlet.""},{""order"":2,""description"":""Allow about 20-30 minutes in normal traffic from central Budapest.""},{""order"":3,""description"":""Park in one of the official 1,600 free customer parking spaces.""},{""order"":4,""description"":""Note your parking area and the nearest entrance before shopping.""},{""order"":5,""description"":""For the return trip, re-check traffic toward Budapest before leaving, especially on weekends and late afternoons.""}]",2026-07-03
kildare-village-dublin-heuston-train-shuttle,kildare-village,city_center,dublin-city-center,train,Dublin Heuston to Kildare Village by Irish Rail and Complimentary Shuttle,35 min rail segment,Approx. €10–20,true,"[{""order"":1,""description"":""Check the official Kildare Village train guidance and Irish Rail timetable for Dublin Heuston to Kildare on your shopping date.""},{""order"":2,""description"":""Travel from Dublin city centre to Dublin Heuston and board an Irish Rail service to Kildare; the Village notes the train journey takes 35 minutes from Heuston with frequent services.""},{""order"":3,""description"":""At Kildare Station, use the complimentary Village shuttle only when it is officially scheduled; otherwise confirm the walking route or use a licensed local taxi.""},{""order"":4,""description"":""Check the Village shuttle page for your travel date rather than assuming a daily station transfer.""},{""order"":5,""description"":""For the return, confirm the last practical shuttle back to Kildare station and your Irish Rail departure to Dublin before leaving the shops.""}]",2026-07-03
kildare-village-dublin-airport-coach,kildare-village,airport,dublin-airport,bus,Dublin Airport to Kildare Village by Coach or via Dublin Heuston,≈60–90 min direct coach or ≈90–120 min via Dublin Heuston (estimated),Check official coach or Irish Rail fare,false,"[{""order"":1,""description"":""Use Kildare Village's official coach guidance and the current airport coach operator timetable before travel; services and pickup points can change.""},{""order"":2,""description"":""If a direct airport coach fits your flight, board at the signed Dublin Airport coach stop with your booking or payment method ready.""},{""order"":3,""description"":""If no direct coach fits, take an official airport bus to Dublin city centre or Heuston, then use Irish Rail to Kildare station and the complimentary Village shuttle.""},{""order"":4,""description"":""Keep luggage manageable and confirm where coaches or taxis drop off at Kildare Village.""},{""order"":5,""description"":""For the return to the airport, book the coach or rail-and-airport-bus connection before shopping and allow a flight check-in buffer.""}]",2026-07-03
kildare-village-car-parking,kildare-village,city_center,dublin-city-center,taxi,Dublin to Kildare Village by Car with Complimentary Parking,60 min from central Dublin,Parking complimentary; fuel/tolls vary,false,"[{""order"":1,""description"":""Follow Kildare Village's official car guidance toward Nurney Road, Kildare Town, using the M7 and the signed Kildare access route.""},{""order"":2,""description"":""Use the Village's complimentary parking areas on arrival and note your car park zone before entering the open-air streets.""},{""order"":3,""description"":""If using a taxi or private transfer, agree the fare, waiting terms, and return pickup point before leaving the vehicle.""},{""order"":4,""description"":""For the return to Dublin, allow extra time for M7 and city-centre traffic, especially weekends and sale periods.""}]",2026-07-03
zagreb-to-roses-weekend-bus,ros-designer-outlet,city_center,zagreb-city-center,bus,Zagreb to Roses Designer Outlet by Official Weekend Bus,Check official timetable,Check official outlet fare information,false,"[{""order"":1,""description"":""Check the official Roses Designer Outlet Plan Your Visit page before travel because the Zagreb bus is listed for Saturdays and Sundays.""},{""order"":2,""description"":""Use an official Zagreb stop listed by the outlet; published departures include Zagreb to Roses at 10:00 and 15:30.""},{""order"":3,""description"":""Ride the bus to Roses Designer Outlet in Sveti Križ Začretje.""},{""order"":4,""description"":""On arrival, confirm the return bus stop before entering the centre.""},{""order"":5,""description"":""For the return trip, use the outlet-listed Roses to Zagreb departures at 14:00 or 20:00 when operating.""}]",2026-07-03
